org.apache.openjpa.conf	0	1	5	3	1	59	0	0	1	1	0	1	87	16	18	11	12	329	156	173	0	0	1	1	0.122
org.apache.openjpa.enhance	5	6	106	1	6	3313	0	0	1	0	153	3	74	74	11	9	34	655	118	537	0	0	1	1	0.109
org.apache.openjpa.kernel	25	25	391	1	42	9931	0	0	1	1	528	28	98	172	19	13	390	1728	539	1189	0	0	1	1	0.305
org.apache.openjpa.jdbc.kernel	8	11	174	8	19	2493	0	0	1	1	298	16	88	61	7	20	71	941	232	709	0	0	1	1	0.141
org.apache.openjpa.persistence	6	12	140	3	16	2793	0	0	0	1	306	10	82	21	1	14	197	1363	65	1298	0	0	0	1	0.22
org.apache.openjpa.abstractstore	0	1	3	0	1	63	0	0	0	0	17	2	70	8	1	7	1	55	1	54	0	0	1	0	0.038
org.apache.openjpa.jdbc.schema	2	2	14	0	2	898	0	0	1	0	49	4	96	184	8	11	136	954	527	427	0	0	1	1	0.219
org.apache.openjpa.jdbc.sql	31	20	191	11	37	8560	0	0	1	0	504	29	86	116	7	12	116	1582	667	915	0	0	1	1	0.13
org.apache.openjpa.lib.conf	0	1	25	0	2	625	0	0	0	1	72	1	94	167	20	3	52	478	198	280	0	0	0	1	0.174
org.apache.openjpa.event	3	4	39	0	5	536	0	0	1	0	33	3	88	134	7	8	72	363	77	286	0	0	1	0	0.298
org.apache.openjpa.meta	6	9	65	2	10	2905	0	0	1	1	170	5	78	20	19	11	137	1215	565	650	0	0	1	1	0.184
org.apache.openjpa.jdbc.meta.strats	0	2	32	1	3	1207	0	0	1	0	58	6	90	88	4	12	84	1434	104	1330	0	0	1	1	0.114
org.apache.openjpa.lib.util	0	4	10	0	7	565	0	0	0	1	39	3	33	1	34	0	28	1031	618	413	0	0	0	1	0.051
org.apache.openjpa.jdbc.meta	2	5	26	1	6	2806	0	0	1	1	290	4	91	268	8	16	239	1382	548	834	0	0	1	1	0.254
org.apache.openjpa.jdbc.conf	1	1	10	0	2	594	0	0	1	1	41	3	94	127	9	11	5	192	85	107	0	0	1	1	0.062
org.apache.openjpa.enhance	2	2	22	2	2	3949	0	0	1	1	155	2	94	532	13	9	44	716	132	584	0	0	1	1	0.109
org.apache.openjpa.kernel	0	2	11	0	2	1091	0	0	1	1	77	2	82	72	21	13	396	1807	618	1189	0	0	1	1	0.307
org.apache.openjpa.jdbc.kernel	13	10	99	12	21	3114	0	0	1	1	380	28	0	2	8	20	81	985	275	710	0	0	1	1	0.134
org.apache.openjpa.datacache	2	1	3	1	3	548	0	0	1	1	40	4	73	55	4	12	68	359	48	311	0	0	1	1	0.274
org.apache.openjpa.jdbc.schema	2	4	31	4	6	1420	0	0	1	1	137	3	82	64	9	11	136	969	568	401	0	0	1	1	0.219
org.apache.openjpa.jdbc.sql	5	9	44	17	16	7180	0	0	1	1	339	10	89	31	8	13	125	1666	740	926	0	0	1	1	0.129
org.apache.openjpa.jdbc.kernel.exps	6	1	15	0	7	518	0	0	1	1	128	14	96	84	2	13	392	881	92	789	0	0	1	1	0.467
org.apache.openjpa.ee	3	3	18	0	3	274	0	0	1	0	22	4	0	1	4	5	19	117	14	103	0	0	1	0	0.22
org.apache.openjpa.kernel.jpql	0	3	9	2	8	1180	0	0	0	0	51	2	96	287	0	7	3	95	5	90	0	0	0	0	0.059
org.apache.openjpa.conf	0	3	3	0	3	82	0	0	1	1	2	1	91	23	20	12	30	430	176	254	0	0	1	1	0.122
org.apache.openjpa.persistence.jdbc	0	1	1	0	3	115	0	0	0	1	26	2	70	28	0	14	111	709	14	695	0	0	0	1	0.238
org.apache.openjpa.lib.conf	0	1	11	1	3	458	0	0	0	1	43	1	89	123	22	3	53	504	238	266	0	0	0	1	0.172
org.apache.openjpa.meta	6	6	42	1	8	2722	0	0	1	1	169	6	82	45	20	11	139	1235	589	646	0	0	1	1	0.183
org.apache.openjpa.kernel.exps	0	3	9	0	3	67	0	0	1	0	13	1	94	6	9	6	285	689	213	476	0	0	1	0	0.452
org.apache.openjpa.jdbc.meta.strats	8	7	52	6	10	2798	0	0	1	1	226	28	80	41	4	12	102	1589	119	1470	0	0	1	1	0.112
org.apache.openjpa.lib.util	0	1	9	0	1	121	0	0	0	1	11	1	87	21	34	0	28	1044	630	414	0	0	0	1	0.048
org.apache.openjpa.jdbc.meta	9	14	78	4	16	3202	0	0	1	1	235	14	87	321	8	16	238	1399	553	846	0	0	1	1	0.249
org.apache.openjpa.enhance	0	3	5	1	3	3400	0	0	1	1	129	2	89	139	13	9	44	722	136	586	0	0	1	1	0.106
org.apache.openjpa.kernel	13	17	83	9	27	9775	0	0	1	1	420	15	97	862	21	13	404	1824	625	1199	0	0	1	1	0.294
org.apache.openjpa.jdbc.kernel	7	10	60	4	21	3166	0	0	1	1	319	19	90	178	8	20	81	1043	286	757	0	0	1	1	0.136
org.apache.openjpa.datacache	2	5	16	0	7	1469	0	0	1	1	107	6	86	98	4	12	68	360	48	312	0	0	1	1	0.264
org.apache.openjpa.jdbc.schema	8	8	41	1	16	2364	0	0	1	1	179	10	90	37	9	11	137	977	570	407	0	0	1	1	0.215
org.apache.openjpa.jdbc.sql	29	26	105	6	48	7750	0	0	1	1	537	30	88	133	8	14	127	1710	747	963	0	0	1	1	0.12
org.apache.openjpa.lib.util.concurrent	4	1	5	0	5	817	0	0	0	0	36	9	88	31	9	1	5	152	47	105	0	0	0	0	0.062
org.apache.openjpa.util	2	6	19	0	7	1081	0	0	1	1	110	9	90	114	23	6	134	1439	893	546	0	0	1	1	0.156
org.apache.openjpa.jdbc.kernel.exps	17	17	131	0	22	1549	0	0	1	1	197	44	76	28	2	13	392	896	107	789	0	0	1	1	0.438
org.apache.openjpa.kernel.jpql	0	1	2	0	2	1182	0	0	0	0	51	2	96	288	0	7	3	95	5	90	0	0	1	0	0.067
org.apache.openjpa.conf	5	5	12	1	8	1431	0	0	1	1	125	8	76	44	20	12	30	430	176	254	0	0	1	1	0.127
org.apache.openjpa.persistence	3	5	22	4	10	2913	0	0	0	1	256	6	84	250	1	14	198	1410	66	1344	0	0	1	1	0.209
org.apache.openjpa.persistence.jdbc	6	6	52	3	6	3052	0	0	0	1	249	13	92	137	0	14	111	711	14	697	0	0	0	1	0.234
org.apache.openjpa.lib.conf	2	3	5	0	3	1305	0	0	0	1	130	3	93	161	22	3	53	511	242	269	0	0	0	1	0.164
org.apache.openjpa.meta	0	5	18	0	6	1740	0	0	1	1	101	4	93	48	20	11	139	1244	596	648	0	0	1	1	0.174
org.apache.openjpa.kernel.exps	0	1	1	0	1	308	0	0	1	0	34	1	93	77	9	6	285	692	216	476	0	0	1	1	0.391
org.apache.openjpa.jdbc.meta.strats	4	13	37	8	18	2162	0	0	1	1	273	28	92	167	4	12	102	1619	119	1500	0	0	1	1	0.113
org.apache.openjpa.persistence.criteria	149	87	1442	17	163	4192	0	0	1	1	391	39	82	16	1	10	93	946	361	585	0	0	1	1	0.164
org.apache.openjpa.lib.util	0	3	24	0	4	614	0	0	0	1	32	2	0	23	39	0	30	1187	720	467	0	0	0	1	0.047
org.apache.openjpa.jdbc.meta	7	13	94	3	14	3704	0	0	1	1	267	12	90	21	8	16	246	1484	601	883	0	0	1	1	0.245
org.apache.openjpa.jdbc.conf	0	1	2	1	1	618	0	0	1	1	41	3	94	127	9	11	5	202	90	112	0	0	1	1	0.046
org.apache.openjpa.enhance	2	3	29	0	3	1013	0	0	1	1	85	4	77	49	15	9	46	777	164	613	0	0	1	1	0.106
org.apache.openjpa.kernel	25	31	263	21	43	13511	0	0	1	1	659	24	66	343	25	14	440	2117	787	1330	0	0	1	1	0.291
org.apache.openjpa.jdbc.kernel	0	12	93	4	17	2594	0	0	1	1	260	11	87	15	8	21	99	1255	306	949	0	0	1	1	0.135
org.apache.openjpa.persistence.validation	4	5	15	1	9	316	0	0	1	0	40	4	50	5	1	6	2	59	2	57	0	0	1	0	0.065
org.apache.openjpa.datacache	5	8	78	10	11	1480	0	0	1	1	130	15	52	21	4	12	72	402	56	346	0	0	1	1	0.249
org.apache.openjpa.jdbc.schema	8	11	112	8	11	3920	0	0	1	1	278	17	94	247	9	12	138	1008	593	415	0	0	1	1	0.208
org.apache.openjpa.jdbc.sql	24	21	253	18	31	10369	0	0	1	1	530	24	89	97	8	15	131	1928	872	1056	0	0	1	1	0.116
org.apache.openjpa.util	7	5	57	0	7	2074	0	0	1	1	114	11	12	12	27	6	138	1498	938	560	0	0	1	1	0.154
org.apache.openjpa.jdbc.kernel.exps	25	26	338	4	27	2592	0	0	1	1	358	24	33	5	2	13	483	1238	129	1109	0	0	1	1	0.437
org.apache.openjpa.persistence.util	0	1	3	0	1	43	0	0	0	0	5	1	50	6	2	1	0	49	13	36	0	0	0	0	0
org.apache.openjpa.persistence.meta	11	9	58	7	15	1883	0	0	1	0	189	9	0	0	2	8	10	346	95	251	0	0	1	0	0.055
org.apache.openjpa.conf	8	17	90	3	19	1544	0	0	1	1	93	10	50	5	27	15	37	507	212	295	0	0	1	1	0.13
org.apache.openjpa.kernel.jpql	0	5	47	4	9	1654	0	0	1	0	60	2	97	420	3	7	4	112	10	102	0	0	1	0	0.066
org.apache.openjpa.lib.jdbc	11	11	242	1	11	4698	0	0	0	0	204	13	94	23	4	3	20	335	62	273	0	0	0	0	0.106
org.apache.openjpa.persistence	46	59	345	31	87	8084	0	0	1	1	626	22	86	55	5	19	224	1693	88	1605	0	0	1	1	0.204
org.apache.openjpa.abstractstore	0	1	11	0	1	64	0	0	1	0	15	2	70	8	2	7	1	49	2	47	0	0	1	0	0.039
org.apache.openjpa.persistence.jdbc	8	9	46	5	14	3973	0	0	0	1	310	17	72	33	0	15	112	735	15	720	0	0	0	1	0.229
org.apache.openjpa.slice.jdbc	6	7	143	0	7	1856	0	0	0	1	188	13	90	95	1	16	20	298	15	283	0	0	0	1	0.118
org.apache.openjpa.lib.conf	10	10	80	4	13	1808	0	0	0	1	178	10	89	127	25	3	53	541	259	282	0	0	0	1	0.163
org.apache.openjpa.meta	6	13	68	7	15	4774	0	0	1	1	246	7	97	499	26	11	147	1395	726	669	0	0	1	1	0.173
org.apache.openjpa.kernel.exps	11	13	235	4	13	1358	0	0	1	1	206	11	94	82	11	7	336	1047	520	527	0	0	1	1	0.388
org.apache.openjpa.jdbc.meta.strats	24	22	148	4	30	2506	0	0	1	1	325	32	94	193	4	13	108	1701	126	1575	0	0	1	1	0.109
